id,app,feature,subject,predicate,object
67484996-a163-49b8-82db-deea6318bc81,SIMS,Returns Module,reports, display, all returns made by customers at each godown  
67484996-a163-49b8-82db-deea6318bc81,SIMS,Returns Module,returns, include,"details such as return date, item ID, and return reason"
1da3eac7-0cae-47b3-8064-943588f75468,SIMS,Returns Module,system,provide,list of delivered items  
1da3eac7-0cae-47b3-8064-943588f75468,SIMS,Returns Module,users,select,ID of the returned item  
1da3eac7-0cae-47b3-8064-943588f75468,SIMS,Returns Module,users,select,ID for accurate data entry
e3712da9-ce22-4e1f-8d78-cee6f8bb42eb,SIMS,Returns Module,The system, must provide, an option to print the returns report  
e3712da9-ce22-4e1f-8d78-cee6f8bb42eb,SIMS,Returns Module,The system, allowing, the user to document and archive return transactions efficiently
93e93241-0bc3-4955-bfb9-1c88590e6825,SCATS,Employee Registration,Sales Manager, is logged into, the system  
93e93241-0bc3-4955-bfb9-1c88590e6825,SCATS,Employee Registration,The system, must ensure, Sales Manager is logged into the system  
93e93241-0bc3-4955-bfb9-1c88590e6825,SCATS,Employee Registration,The system, must ensure, Sales Manager is logged into the system before allowing access to the employee registration functionality  
93e93241-0bc3-4955-bfb9-1c88590e6825,SCATS,Employee Registration,The system, must ensure, Sales Manager is logged into the system before allowing access  
93e93241-0bc3-4955-bfb9-1c88590e6825,SCATS,Employee Registration,The system, must ensure, Sales Manager is logged into the system before allowing access to the functionality  
93e93241-0bc3-4955-bfb9-1c88590e6825,SCATS,Employee Registration,The system, must ensure, Sales Manager is logged into the system before allowing access to the employee registration functionality
6ded6f3f-5d28-4bfa-8182-8fd16120f14f,SCATS,Employee Registration,system,verify,employee is not already registered  
6ded6f3f-5d28-4bfa-8182-8fd16120f14f,SCATS,Employee Registration,Sales Manager,create,new user account
5ea8a677-8f5f-48e9-b94d-963f19630f63,SCATS,Employee Registration,The system, must provide, an interface  
5ea8a677-8f5f-48e9-b94d-963f19630f63,SCATS,Employee Registration,The interface, for, the Sales Manager  
5ea8a677-8f5f-48e9-b94d-963f19630f63,SCATS,Employee Registration,The Sales Manager, to input and collect, required employee data  
5ea8a677-8f5f-48e9-b94d-963f19630f63,SCATS,Employee Registration,Required employee data, during, the registration process
aa767528-d42c-4817-abe0-db4842d7be39,SCATS,Employee Registration,Sales Manager,create,user account
a5ce2127-8c6e-4d2f-9733-8ab4597fe020,SCATS,Employee Registration,The system, must provide, a functionality  
a5ce2127-8c6e-4d2f-9733-8ab4597fe020,SCATS,Employee Registration,The functionality, is for, the Sales Manager  
a5ce2127-8c6e-4d2f-9733-8ab4597fe020,SCATS,Employee Registration,The Sales Manager, to define, a unique username  
a5ce2127-8c6e-4d2f-9733-8ab4597fe020,SCATS,Employee Registration,The Sales Manager, to define, a secure password  
a5ce2127-8c6e-4d2f-9733-8ab4597fe020,SCATS,Employee Registration,The secure password, is for, the new employee  
a5ce2127-8c6e-4d2f-9733-8ab4597fe020,SCATS,Employee Registration,The unique username, is for, the new employee
4824e0e2-5e5e-4f3e-8ac7-488abb5a0913,SCATS,Employee Registration,employee account, is created, system  
4824e0e2-5e5e-4f3e-8ac7-488abb5a0913,SCATS,Employee Registration,system, must present or send, username and password  
4824e0e2-5e5e-4f3e-8ac7-488abb5a0913,SCATS,Employee Registration,system, must present or send, username and password to Sales Manager  
4824e0e2-5e5e-4f3e-8ac7-488abb5a0913,SCATS,Employee Registration,Sales Manager, distributes, username and password to employee
a9274c35-d0ca-4c63-a635-2bd269c2d2a5,SCATS,Employee Registration,employee registration process, is, complete  
a9274c35-d0ca-4c63-a635-2bd269c2d2a5,SCATS,Employee Registration,system, must maintain, Sales Managers login session  
a9274c35-d0ca-4c63-a635-2bd269c2d2a5,SCATS,Employee Registration,system, must ensure, system menu is still displayed
32617737-6d40-41fe-ba11-bad6bd7b8990,SCATS,Product Registration,The system,must verify,Sales Manager is logged into the system  
32617737-6d40-41fe-ba11-bad6bd7b8990,SCATS,Product Registration,The system,allow access,product registration form
eadb5009-4827-420c-9294-ac9bd74d6bfd,SCATS,Product Registration,system,check,product not already in stock  
eadb5009-4827-420c-9294-ac9bd74d6bfd,SCATS,Product Registration,system,allow,Sales Manager to register new product
e4f0c8ec-266a-48e0-a45f-8ede01cdf893,SCATS,Product Registration,system,provide,menu option  
e4f0c8ec-266a-48e0-a45f-8ede01cdf893,SCATS,Product Registration,menu option,allow,Sales Manager  
e4f0c8ec-266a-48e0-a45f-8ede01cdf893,SCATS,Product Registration,Sales Manager,access,product registration form
073b7c94-98cc-4600-869d-99170bc7e4ce,SCATS,Product Registration,The system, must provide, an interface  
073b7c94-98cc-4600-869d-99170bc7e4ce,SCATS,Product Registration,The interface, is for, the Sales Manager  
073b7c94-98cc-4600-869d-99170bc7e4ce,SCATS,Product Registration,The Sales Manager, to input, all necessary product information  
073b7c94-98cc-4600-869d-99170bc7e4ce,SCATS,Product Registration,Product information, includes, name  
073b7c94-98cc-4600-869d-99170bc7e4ce,SCATS,Product Registration,Product information, includes, quantity  
073b7c94-98cc-4600-869d-99170bc7e4ce,SCATS,Product Registration,Product information, includes, supplier details  
073b7c94-98cc-4600-869d-99170bc7e4ce,SCATS,Product Registration,Product information, includes, price  
073b7c94-98cc-4600-869d-99170bc7e4ce,SCATS,Product Registration,Product information, includes, product category
f0e310ce-8933-451c-b126-b871c786b102,SCATS,Product Registration,Sales Manager,review,data entered  
f0e310ce-8933-451c-b126-b871c786b102,SCATS,Product Registration,Sales Manager,confirm,data entered  
f0e310ce-8933-451c-b126-b871c786b102,SCATS,Product Registration,System,allow,Sales Manager  
f0e310ce-8933-451c-b126-b871c786b102,SCATS,Product Registration,System,update,product stock
6488b05e-1334-48f4-bd4e-a30cbedb325f,SCATS,Product Registration,Sales Manager,confirms,product registration  
6488b05e-1334-48f4-bd4e-a30cbedb325f,SCATS,Product Registration,System,must update,stock records  
6488b05e-1334-48f4-bd4e-a30cbedb325f,SCATS,Product Registration,Stock records,reflect,new product availability
1368e9d5-612b-465b-a39d-f085e511080b,SCATS,Product Registration,system,maintain,Sales Managers session  
1368e9d5-612b-465b-a39d-f085e511080b,SCATS,Product Registration,system,ensure,system menu is still displayed
59254e66-eb0d-405a-bb2b-0f208eb66837,SCATS,Sales Registration,Sales Person,search for,product  
59254e66-eb0d-405a-bb2b-0f208eb66837,SCATS,Sales Registration,Sales Person,verify,product availability in stock  
59254e66-eb0d-405a-bb2b-0f208eb66837,SCATS,Sales Registration,Customer,request,product
80064e85-095f-43b6-8366-407db5120af6,SCATS,Sales Registration,system,verify,Sales Person is logged into the system  
80064e85-095f-43b6-8366-407db5120af6,SCATS,Sales Registration,system,allow access,product inventory  
80064e85-095f-43b6-8366-407db5120af6,SCATS,Sales Registration,system,allow access,sales functionalities
93b097e5-10e3-4aa2-ae17-1a090ff4c050,SCATS,Sales Registration,system,display,detailed product information  
93b097e5-10e3-4aa2-ae17-1a090ff4c050,SCATS,Sales Registration,detailed product information,include,price  
93b097e5-10e3-4aa2-ae17-1a090ff4c050,SCATS,Sales Registration,detailed product information,include,quantity available  
93b097e5-10e3-4aa2-ae17-1a090ff4c050,SCATS,Sales Registration,detailed product information,include,description  
93b097e5-10e3-4aa2-ae17-1a090ff4c050,SCATS,Sales Registration,Sales Person,search for,product
f93df689-747b-4c46-819e-d4b4f46369ea,SCATS,Sales Registration,The system, must allow, the Sales Person  
f93df689-747b-4c46-819e-d4b4f46369ea,SCATS,Sales Registration,The Sales Person, to update, the products quantity in stock  
f93df689-747b-4c46-819e-d4b4f46369ea,SCATS,Sales Registration,The sale, is confirmed, once
a4c65ee4-0dd6-41ca-a4e7-bc30b01ee88b,SCATS,Sales Registration,system,calculate,total amount  
a4c65ee4-0dd6-41ca-a4e7-bc30b01ee88b,SCATS,Sales Registration,system,multiply,product price by quantity requested by customer
a4a704d3-c8fd-4330-a71d-2da924446c5d,SCATS,Sales Registration,system, must register, sale transaction  
a4a704d3-c8fd-4330-a71d-2da924446c5d,SCATS,Sales Registration,sale transaction, includes, customer details  
a4a704d3-c8fd-4330-a71d-2da924446c5d,SCATS,Sales Registration,sale transaction, includes, product sold  
a4a704d3-c8fd-4330-a71d-2da924446c5d,SCATS,Sales Registration,sale transaction, includes, quantity  
a4a704d3-c8fd-4330-a71d-2da924446c5d,SCATS,Sales Registration,sale transaction, includes, total price
f4d397fb-bc33-4847-adeb-a9bbb43d26f9,SCATS,Sales Registration,system,update,product inventory  
f4d397fb-bc33-4847-adeb-a9bbb43d26f9,SCATS,Sales Registration,product inventory,reflect,decrease in stock
5152618d-f817-4626-a054-65c60b2648f9,SCATS,Sales Registration,Sales Person,login session,maintain  
5152618d-f817-4626-a054-65c60b2648f9,SCATS,Sales Registration,system,menu,ensure displayed
6220c6dc-14fd-4d60-ad29-69c73a617c5e,SCATS,Customer Registration,The system,must verify,Sales Person is logged into the system  
6220c6dc-14fd-4d60-ad29-69c73a617c5e,SCATS,Customer Registration,The system,must verify,Sales Manager is logged into the system  
6220c6dc-14fd-4d60-ad29-69c73a617c5e,SCATS,Customer Registration,The system,allow access,customer registration form
498c46c0-0ac3-4c1f-8d13-097a55b8f989,SCATS,Customer Registration,system,must generate,Customer ID  
498c46c0-0ac3-4c1f-8d13-097a55b8f989,SCATS,Customer Registration,system,must increment,Customer ID  
498c46c0-0ac3-4c1f-8d13-097a55b8f989,SCATS,Customer Registration,system,registers,customer
4d3adc83-0b25-4573-a7e0-68f6b609a529,SCATS,Customer Registration,The system,must display,customer registration form  
4d3adc83-0b25-4573-a7e0-68f6b609a529,SCATS,Customer Registration,Sales Person or Sales Manager,can input,customers details  
4d3adc83-0b25-4573-a7e0-68f6b609a529,SCATS,Customer Registration,Customers details,include,name  
4d3adc83-0b25-4573-a7e0-68f6b609a529,SCATS,Customer Registration,Customers details,include,address(es)  
4d3adc83-0b25-4573-a7e0-68f6b609a529,SCATS,Customer Registration,Customers details,include,phone number(s)  
4d3adc83-0b25-4573-a7e0-68f6b609a529,SCATS,Customer Registration,Customers details,include,email(s)  
4d3adc83-0b25-4573-a7e0-68f6b609a529,SCATS,Customer Registration,Customers details,include,contact person  
98633eac-83f7-4d15-ac9f-e445e13377f1,SCATS,Customer Registration,system,validate,all required fields are filled  
98633eac-83f7-4d15-ac9f-e445e13377f1,SCATS,Customer Registration,all required fields,are filled,before allowing the registration to proceed  
98633eac-83f7-4d15-ac9f-e445e13377f1,SCATS,Customer Registration,registration,proceed,after all required fields are filled
71126a64-804e-426f-bdd1-4819f47c9380,SCATS,Customer Registration,form,is completed,system  
71126a64-804e-426f-bdd1-4819f47c9380,SCATS,Customer Registration,system,must save and update,customer information in the database
1cab1730-2664-4342-ac7f-6bf98cc5bfec,SCATS,Customer Registration,customer registration, is completed, system  
1cab1730-2664-4342-ac7f-6bf98cc5bfec,SCATS,Customer Registration,system, must maintain, users login session  
1cab1730-2664-4342-ac7f-6bf98cc5bfec,SCATS,Customer Registration,system, ensure, system menu is still displayed
06926d3f-622c-4967-9522-6cab28808df1,SCATS,System Login,system,display,login form  
06926d3f-622c-4967-9522-6cab28808df1,SCATS,System Login,user,click,link for the SCATS application
e9312962-3077-48b7-8262-a2e15ab1929a,SCATS,System Login,system,provide,fields  
e9312962-3077-48b7-8262-a2e15ab1929a,SCATS,System Login,fields,are for,input  
e9312962-3077-48b7-8262-a2e15ab1929a,SCATS,System Login,user,input,username  
e9312962-3077-48b7-8262-a2e15ab1929a,SCATS,System Login,user,input,password
ff1eb3c7-1ca2-4021-9553-1a2d089a6cb4,SCATS,System Login,system,authenticate,user  
ff1eb3c7-1ca2-4021-9553-1a2d089a6cb4,SCATS,System Login,system,verify,entered username and password  
ff1eb3c7-1ca2-4021-9553-1a2d089a6cb4,SCATS,System Login,entered username and password,match,valid account in the system
871e92bf-21f7-47e5-a2e5-012e529a8e13,SCATS,System Login,credentials,are,valid  
871e92bf-21f7-47e5-a2e5-012e529a8e13,SCATS,System Login,system,must log,user into the system  
871e92bf-21f7-47e5-a2e5-012e529a8e13,SCATS,System Login,system,confirm,users login status
67c654fb-ddf1-4b1b-875e-d3cc301ff796,SCATS,System Login,username, is, incorrect  
67c654fb-ddf1-4b1b-875e-d3cc301ff796,SCATS,System Login,password, is, incorrect  
67c654fb-ddf1-4b1b-875e-d3cc301ff796,SCATS,System Login,system, must display, error message  
67c654fb-ddf1-4b1b-875e-d3cc301ff796,SCATS,System Login,system, must prompt, user  
67c654fb-ddf1-4b1b-875e-d3cc301ff796,SCATS,System Login,user, must try, again
38cf7f2a-6542-4d04-a2cd-87fae6e4a77e,SCATS,Update Information,Sales Person, is logged into, the system  
38cf7f2a-6542-4d04-a2cd-87fae6e4a77e,SCATS,Update Information,Sales Manager, is logged into, the system  
38cf7f2a-6542-4d04-a2cd-87fae6e4a77e,SCATS,Update Information,The system, must verify, Sales Person is logged into the system  
38cf7f2a-6542-4d04-a2cd-87fae6e4a77e,SCATS,Update Information,The system, must verify, Sales Manager is logged into the system  
38cf7f2a-6542-4d04-a2cd-87fae6e4a77e,SCATS,Update Information,The system, must verify, before allowing access to any update forms
b4139e0b-1852-4f4e-a620-c4da18ae8583,SCATS,Update Information,system,must provide,access to relevant input forms  
b4139e0b-1852-4f4e-a620-c4da18ae8583,SCATS,Update Information,system menu,provides,access to relevant input forms  
b4139e0b-1852-4f4e-a620-c4da18ae8583,SCATS,Update Information,relevant input forms,are used for,data correction or updates
7f05b0bc-1d6a-4d87-8314-ed7709c12382,SCATS,Update Information,Sales Person, input, data fields  
7f05b0bc-1d6a-4d87-8314-ed7709c12382,SCATS,Update Information,Sales Manager, input, data fields  
7f05b0bc-1d6a-4d87-8314-ed7709c12382,SCATS,Update Information,Sales Person, correct, data fields  
7f05b0bc-1d6a-4d87-8314-ed7709c12382,SCATS,Update Information,Sales Manager, correct, data fields  
7f05b0bc-1d6a-4d87-8314-ed7709c12382,SCATS,Update Information,data fields, include, customer information  
7f05b0bc-1d6a-4d87-8314-ed7709c12382,SCATS,Update Information,data fields, include, product details  
7f05b0bc-1d6a-4d87-8314-ed7709c12382,SCATS,Update Information,data fields, include, Sales Person information
aeb90d35-bfdc-4003-a99a-ba145f8ba95b,SCATS,Update Information,system,validate,data entered  
aeb90d35-bfdc-4003-a99a-ba145f8ba95b,SCATS,Update Information,data entered,ensure,completeness  
aeb90d35-bfdc-4003-a99a-ba145f8ba95b,SCATS,Update Information,data entered,ensure,accuracy  
aeb90d35-bfdc-4003-a99a-ba145f8ba95b,SCATS,Update Information,data entered,follow,predefined rules  
aeb90d35-bfdc-4003-a99a-ba145f8ba95b,SCATS,Update Information,predefined rules,include,required fields  
aeb90d35-bfdc-4003-a99a-ba145f8ba95b,SCATS,Update Information,predefined rules,include,correct data formats
fc8faae8-a945-480f-a8c3-dd551002c356,SCATS,Update Information,form,is completed and closed,system  
fc8faae8-a945-480f-a8c3-dd551002c356,SCATS,Update Information,system,must update,database  
fc8faae8-a945-480f-a8c3-dd551002c356,SCATS,Update Information,database,contains,corrected or added information
3bad8eba-3bfb-4a21-8388-a88ce1091b72,SCATS,Update Information,system, must confirm, data has been successfully updated  
3bad8eba-3bfb-4a21-8388-a88ce1091b72,SCATS,Update Information,system, must reflect, changes across relevant parts of the system  
3bad8eba-3bfb-4a21-8388-a88ce1091b72,SCATS,Update Information,form, is closed, after data has been successfully updated
43162524-9b6e-4528-9c3f-ff2c7a52f647,SCATS,System Output,Sales Person, is logged into, the system  
43162524-9b6e-4528-9c3f-ff2c7a52f647,SCATS,System Output,Sales Manager, is logged into, the system  
43162524-9b6e-4528-9c3f-ff2c7a52f647,SCATS,System Output,The system, must ensure, Sales Person is logged into the system  
43162524-9b6e-4528-9c3f-ff2c7a52f647,SCATS,System Output,The system, must ensure, Sales Manager is logged into the system  
43162524-9b6e-4528-9c3f-ff2c7a52f647,SCATS,System Output,The system, must ensure, access to any statistical reports or data presentation features is allowed
d4d74168-8e87-4a38-b80d-f5065d5705c9,SCATS,System Output,The system,must provide,a main menu
d4d74168-8e87-4a38-b80d-f5065d5705c9,SCATS,System Output,A main menu,has options,"Customers, Sales Persons, Products and Statistics"
d4d74168-8e87-4a38-b80d-f5065d5705c9,SCATS,System Output,The user,can select,options for viewing reports
2104b8f6-f3a3-4a12-868b-963508d3216f,SCATS,System Output,All Customers option,is selected,system  
2104b8f6-f3a3-4a12-868b-963508d3216f,SCATS,System Output,system,must display,alphabetically sorted list of all customers
fb3e2561-82dd-4edf-9adf-7eaa60f05238,SCATS,System Output,Specific Customer option,is selected,system  
fb3e2561-82dd-4edf-9adf-7eaa60f05238,SCATS,System Output,system,must prompt,user  
fb3e2561-82dd-4edf-9adf-7eaa60f05238,SCATS,System Output,system,must prompt,user to input Customer ID  
fb3e2561-82dd-4edf-9adf-7eaa60f05238,SCATS,System Output,system,must display,all related customer data
e46bfbdf-d4e0-4bcd-aa76-eebaf9aa9dbf,SCATS,System Output,Sales Persons option,is selected,system  
e46bfbdf-d4e0-4bcd-aa76-eebaf9aa9dbf,SCATS,System Output,system,must display,alphabetically sorted list of all Sales Persons
94454f49-269a-489f-a6b7-bfa92a5f08e3,SCATS,System Output,All Products option,is selected,system  
94454f49-269a-489f-a6b7-bfa92a5f08e3,SCATS,System Output,system,must display,alphabetically sorted list of all products
0cec4ae9-bc1f-4c5f-874e-a1e5fc775be8,SCATS,System Output,system,prompt,user  
0cec4ae9-bc1f-4c5f-874e-a1e5fc775be8,SCATS,System Output,system,display,product data  
0cec4ae9-bc1f-4c5f-874e-a1e5fc775be8,SCATS,System Output,product data,include,stock inventory
41a92ff1-9855-4c1b-8238-6d5fa6f46b0b,SCATS,System Output,system, must provide," ""Statistics"" menu  "
41a92ff1-9855-4c1b-8238-6d5fa6f46b0b,SCATS,System Output,"""Statistics"" menu", include," ""Sales Person Historical Data""  "
41a92ff1-9855-4c1b-8238-6d5fa6f46b0b,SCATS,System Output,"""Statistics"" menu", include," ""Total Largest Revenue""  "
41a92ff1-9855-4c1b-8238-6d5fa6f46b0b,SCATS,System Output,"""Statistics"" menu", include," ""Best Sales Person""  "
41a92ff1-9855-4c1b-8238-6d5fa6f46b0b,SCATS,System Output,"""Statistics"" menu", include," ""Most Sold Product""  "
41a92ff1-9855-4c1b-8238-6d5fa6f46b0b,SCATS,System Output,"""Statistics"" menu", include," ""Less Sold Product""  "
1fc5673c-1125-47f4-919d-afd4b467945f,SCATS,System Output,Sales Person Historical Data option,is selected,system  
1fc5673c-1125-47f4-919d-afd4b467945f,SCATS,System Output,System,must prompt,user  
1fc5673c-1125-47f4-919d-afd4b467945f,SCATS,System Output,User,input,from date and to date values  
1fc5673c-1125-47f4-919d-afd4b467945f,SCATS,System Output,System,display,all sales  
1fc5673c-1125-47f4-919d-afd4b467945f,SCATS,System Output,All sales,belong to,Sales Person  
1fc5673c-1125-47f4-919d-afd4b467945f,SCATS,System Output,All sales,are within,specified date range
0dc4c153-b415-43ff-aa01-a428f39321d0,SCATS,System Output,Sales Manager,select,Total Largest Revenue option  
0dc4c153-b415-43ff-aa01-a428f39321d0,SCATS,System Output,System,display,list of Sales Persons and their total revenue  
0dc4c153-b415-43ff-aa01-a428f39321d0,SCATS,System Output,User,be,Sales Manager
dc9866b7-17ec-4d67-a1db-70cc3393af3d,SCATS,System Output,Sales Manager,selects,"""Best Sales Person"" option  "
dc9866b7-17ec-4d67-a1db-70cc3393af3d,SCATS,System Output,System,prompts,user to enter a product ID  
dc9866b7-17ec-4d67-a1db-70cc3393af3d,SCATS,System Output,System,displays,descending list of Sales Persons based on revenue generated  
dc9866b7-17ec-4d67-a1db-70cc3393af3d,SCATS,System Output,User,is,Sales Manager
3b680e7f-7f2a-4138-8e95-8f9a0f95e831,SCATS,System Output,"""Most Sold Product"" option",is selected,system must prompt user  
3b680e7f-7f2a-4138-8e95-8f9a0f95e831,SCATS,System Output,system,prompt,"user to input ""from date"" and ""to date"" values  "
3b680e7f-7f2a-4138-8e95-8f9a0f95e831,SCATS,System Output,system,display,list of most sold products and their total revenue  
3b680e7f-7f2a-4138-8e95-8f9a0f95e831,SCATS,System Output,list of most sold products and their total revenue,are displayed,between specified dates  
3b680e7f-7f2a-4138-8e95-8f9a0f95e831,SCATS,System Output,list of most sold products and their total revenue,are displayed,only if user is Sales Manager
fc6a5c36-c9c8-404b-a2ef-f1e1879e3433,SCATS,System Output,"""Less Sold Product"" option",is selected,system  
fc6a5c36-c9c8-404b-a2ef-f1e1879e3433,SCATS,System Output,system,must prompt,user  
fc6a5c36-c9c8-404b-a2ef-f1e1879e3433,SCATS,System Output,user,input,"""from date"" and ""to date"" values  "
fc6a5c36-c9c8-404b-a2ef-f1e1879e3433,SCATS,System Output,system,display,list of least sold products and total revenue  
fc6a5c36-c9c8-404b-a2ef-f1e1879e3433,SCATS,System Output,list of least sold products and total revenue,are between,specified dates  
fc6a5c36-c9c8-404b-a2ef-f1e1879e3433,SCATS,System Output,user,is,Sales Manager
4908c8a4-55ba-4b16-994f-89368a1435b7,SCATS,System Output,system,allow,user  
4908c8a4-55ba-4b16-994f-89368a1435b7,SCATS,System Output,user,display,requested report  
4908c8a4-55ba-4b16-994f-89368a1435b7,SCATS,System Output,user,print,requested report
628c2e7c-cffa-44e2-bb7d-b610fe238285,POS Connect,Client Account,Clients,are able to use,system  
628c2e7c-cffa-44e2-bb7d-b610fe238285,POS Connect,Client Account,Clients,create,personal user account  
628c2e7c-cffa-44e2-bb7d-b610fe238285,POS Connect,Client Account,Personal user account,stores,pertinent information  
628c2e7c-cffa-44e2-bb7d-b610fe238285,POS Connect,Client Account,Pertinent information,includes,stores owned  
628c2e7c-cffa-44e2-bb7d-b610fe238285,POS Connect,Client Account,Pertinent information,includes,number of stores owned
e8937dda-8bac-42e3-a343-9c5b7f14cbe5,POS Connect,Client Account,client,wants,to start using system  
e8937dda-8bac-42e3-a343-9c5b7f14cbe5,POS Connect,Client Account,client,must make,account on system  
e8937dda-8bac-42e3-a343-9c5b7f14cbe5,POS Connect,Client Account,client,provides,necessary banking and store information  
e8937dda-8bac-42e3-a343-9c5b7f14cbe5,POS Connect,Client Account,account,stores,user information in online database  
e8937dda-8bac-42e3-a343-9c5b7f14cbe5,POS Connect,Client Account,account holder,can view and edit,user information at any time
54bec78a-5b57-45eb-b0c2-715cfb9bc165,POS Connect,Windows Service,Clients, gain access to, downloadable windows service package  
54bec78a-5b57-45eb-b0c2-715cfb9bc165,POS Connect,Windows Service,Downloadable windows service package, initializes, clients store  
54bec78a-5b57-45eb-b0c2-715cfb9bc165,POS Connect,Windows Service,Downloadable windows service package, handles, communications between clients’ local POS and their web store
ecdf70b7-2462-476f-aec0-91e57cf603e2,POS Connect,Windows Service,Clients,are provided with,a windows service installer package  
ecdf70b7-2462-476f-aec0-91e57cf603e2,POS Connect,Windows Service,The windows service installer package,obtains,store information from the client and local POS (intuit)  
ecdf70b7-2462-476f-aec0-91e57cf603e2,POS Connect,Windows Service,The service,runs,in the background of the clients computer  
ecdf70b7-2462-476f-aec0-91e57cf603e2,POS Connect,Windows Service,The service,handles,all communications and information transfers with the server  
ecdf70b7-2462-476f-aec0-91e57cf603e2,POS Connect,Windows Service,The service,includes,creating the initial web store  
ecdf70b7-2462-476f-aec0-91e57cf603e2,POS Connect,Windows Service,The service,includes,handling sync requests and responses  
ecdf70b7-2462-476f-aec0-91e57cf603e2,POS Connect,Windows Service,The service,includes,dealing with log information
3c9f6877-0f3f-4331-bee2-f92852375e72,POS Connect,Web Store,Clients,are provided with,web store or stores  
3c9f6877-0f3f-4331-bee2-f92852375e72,POS Connect,Web Store,Web store or stores,are hosted by,the system  
3c9f6877-0f3f-4331-bee2-f92852375e72,POS Connect,Web Store,The system,keeps,an online database of the clients stock  
3c9f6877-0f3f-4331-bee2-f92852375e72,POS Connect,Web Store,The system,allows for customers to buy and search for,a clients items online
be8ec600-a1e1-48ce-9005-9171f599d3ea,POS Connect,Web Store,Clients,are able to create and edit,an online web store  
be8ec600-a1e1-48ce-9005-9171f599d3ea,POS Connect,Web Store,The online web store,is hosted on,the systems servers  
be8ec600-a1e1-48ce-9005-9171f599d3ea,POS Connect,Web Store,The online web store,has,5 or more themes  
be8ec600-a1e1-48ce-9005-9171f599d3ea,POS Connect,Web Store,Clients,can choose from,5 or more themes  
be8ec600-a1e1-48ce-9005-9171f599d3ea,POS Connect,Web Store,Clients,may create,more than one store  
be8ec600-a1e1-48ce-9005-9171f599d3ea,POS Connect,Web Store,The web store,is where,a clients customers can buy items  
be8ec600-a1e1-48ce-9005-9171f599d3ea,POS Connect,Web Store,The client,can edit,their store
fa69efd5-0c03-4fc0-85ac-2137fab82365,POS Connect,Online Inventory,items,are sold,online inventory is updated  
fa69efd5-0c03-4fc0-85ac-2137fab82365,POS Connect,Online Inventory,online stock,displayed,real time reflection of clients stores online inventory
d7b40e47-0cf6-4b0b-917c-ec8c8e441e02,POS Connect,Online Inventory,inventory,is updated,through a sync with the client  
d7b40e47-0cf6-4b0b-917c-ec8c8e441e02,POS Connect,Online Inventory,inventory,is updated,through an online sale occurring  
d7b40e47-0cf6-4b0b-917c-ec8c8e441e02,POS Connect,Online Inventory,online stock,is updated,for the items  
d7b40e47-0cf6-4b0b-917c-ec8c8e441e02,POS Connect,Online Inventory,web carts,are updated,for the items
ee70c104-a47e-4640-8aba-ae1cd95933ae,POS Connect,Online Inventory,Inventory,is displayed,through the web store  
ee70c104-a47e-4640-8aba-ae1cd95933ae,POS Connect,Online Inventory,Client,has chosen,theme for their store  
ee70c104-a47e-4640-8aba-ae1cd95933ae,POS Connect,Online Inventory,Inventory,can be organized,by category  
ee70c104-a47e-4640-8aba-ae1cd95933ae,POS Connect,Online Inventory,Inventory,can be searched for,by department
246f5109-f781-4994-8050-e94e4828e242,POS Connect,Editable Product Information,All product information, is editable, in the online inventory database  
246f5109-f781-4994-8050-e94e4828e242,POS Connect,Editable Product Information,Pictures, may be added, for product in the database  
246f5109-f781-4994-8050-e94e4828e242,POS Connect,Editable Product Information,Pictures, may be edited, for product in the database
7bba8430-0b86-4621-89da-2851969cb4cf,POS Connect,Editable Product Information,Clients,are able to view,all product information  
7bba8430-0b86-4621-89da-2851969cb4cf,POS Connect,Editable Product Information,Clients,are able to edit,this information online  
7bba8430-0b86-4621-89da-2851969cb4cf,POS Connect,Editable Product Information,Online product information,is not synced,local POS product information except on first sync  
7bba8430-0b86-4621-89da-2851969cb4cf,POS Connect,Editable Product Information,Online product information,includes,pictures
1702b5bb-ed27-485c-9f98-a663e013a179,POS Connect,Web Cart,Customers,are able to add items,to a virtual web cart  
1702b5bb-ed27-485c-9f98-a663e013a179,POS Connect,Web Cart,Customers,are able to remove items,from a virtual web cart  
1702b5bb-ed27-485c-9f98-a663e013a179,POS Connect,Web Cart,Customers,are able to purchase items,in the cart at checkout
c51172b7-8bd1-4988-abfb-ec4002ad2e04,POS Connect,Web Cart,A customer, can select, a product  
c51172b7-8bd1-4988-abfb-ec4002ad2e04,POS Connect,Web Cart,A product, is not, out of stock  
c51172b7-8bd1-4988-abfb-ec4002ad2e04,POS Connect,Web Cart,A customer, can add, any valid number of the product to their web cart  
c51172b7-8bd1-4988-abfb-ec4002ad2e04,POS Connect,Web Cart,This web cart, can be used, to monitor items  
c51172b7-8bd1-4988-abfb-ec4002ad2e04,POS Connect,Web Cart,This web cart, can be used, for buying groups of items  
c51172b7-8bd1-4988-abfb-ec4002ad2e04,POS Connect,Web Cart,Items, are subtracted, from the inventory list upon checkout
904596dd-ff33-4d65-bb77-29b9cc22c0fc,POS Connect,Online Sales,clients web store, is capable of, online purchases  
904596dd-ff33-4d65-bb77-29b9cc22c0fc,POS Connect,Online Sales,clients web store, is capable of, transactions with customers
e612c4fa-4e7e-4fcf-96f3-d9f57abc0ea1,POS Connect,Online Sales,A customer,can inspect,items online  
