entity1,entity2,similarity
sale order one click,sale order,0.8330857619279353
inward detail,generation inwards detail report,0.8330702315848542
thirdparty shipping,shipping,0.8328678017721354
mrr dashboard,dashboard,0.8326133546076342
location contained product,location update reflect location contained product,0.8324980944901657
current quantity,current inventory,0.832358620238125
search existing customer,identify customer,0.8321778481430504
across location,two location,0.8321264326130682
username password sale manager,sale manager login session,0.8320434756743407
delivery charge,contract delivery quantity,0.8319544924372047
manufacturing order,order quantity,0.8317791921736132
option print return report,return report,0.8317443227060951
reporting task,advanced reporting engine,0.8317300216391241
rfqs supplier,send rfqs,0.8317112561702203
flat discount,discounted price,0.8315686725054388
email communication,mail,0.8315583707657146
delivery made company godown,inwards made company godown,0.8314807710558878
login form,user login session,0.8314786246823804
product move supplier customer,customer supplier account,0.8314071183896443
anywhere,location,0.8313697375879753
dedicated report track product supplier customer,produce detailed report customer information,0.8312285002245025
conflict resulting online sale,online sale,0.8311314865116366
data entered,input form,0.8311131219243602
odoo subscription app,odoos mobile interface,0.8310815987701252
order prepared time,time new order,0.8309654760293809
accurate reporting,report,0.8309204300954149
number store owned,store owner,0.8309078416601814
creating initial web store,web store,0.8306879562574461
providing information client,client customer,0.8306297385623356
validated,validity,0.8306275031636787
user system,user account,0.8305843300453017
beside product image,either product image,0.8305374738619671
adding multiple product delivery,multiple product,0.8305097483535516
next product,product,0.8304019084845997
order detail,order,0.8303942178889993
sell road,sell,0.8300770754571533
single odoo environment,odoo accounting,0.8294694739683675
adjustment,adjustment inventory,0.8294404909354286
change made customer personal information,correct customer profile,0.8294359701802567
cash check credit card payment method,payment method,0.8292752758146746
time,time period,0.8292604201755314
personal data,new personal data customer database,0.8291899728497731
new user,user,0.8291512674522714
entered time period date,user input date date value,0.8290690943741155
existing retail data,new retail record,0.8290367324598753
instruction service reminder,reminder email,0.8290309527354489
detail delivery,delivery report,0.8287819674113556
time,time material,0.8286473142753219
fast user interface,intuitive user interface,0.8286162815508913
id,product id,0.8285750681016397
comprehensive report,report,0.8284304217827769
dedicated report track product supplier customer,detailed report customer information,0.8283538652440017
storefront,store,0.8283443433936863
automatically create request quotation,custom quotation template,0.828305990145685
newly appointed godown,godown manager,0.8282790371124891
access key wholesale number,product name access key,0.8282053182122602
little storage,file storage,0.828129279204135
username password employee,employee name,0.828116129761432
grouping,organize,0.8279991444865397
electronic signature,getting signature,0.8279809817156055
shipping zone,shipping,0.8279759010866101
scale,scale business,0.8279708083536064
design draft,design,0.827884429710736
number,number review,0.8278434850775516
different size,size color,0.8276526960507642
user recent sale,sale person,0.8276158501040747
entered price,price product sold,0.8274551647900492
order prepared time,order fulfilled time,0.827329163191352
condition,term condition,0.8272557181875366
odoo subscription app,odoo accounting,0.8270542238084204
minimum maximum quantity value,minimum wholesale quantity,0.8270320129076898
owner,store owned,0.8270299221088735
customer sale person product statistic,sale person information,0.827024664146104
fefo,lefo,0.8269050333376937
one click,sale order one click,0.8268990865789405
order detail,order line,0.8268831236047807
put order aside,every order,0.8268363594010238
payment terminal,payment,0.8268080993029875
current stock level product godown,product stock,0.826792450453566
informing customer deficiency product,customer product,0.8266922954782127
come system,one system,0.8266720397707938
filter condition,advanced filter,0.8265502861284366
group,team,0.8265236527289107
credit card detail,payment information,0.8264353589812499
faster selling,sell,0.826391196399454
data entered,data field,0.8262763353696865
ensure order fulfilled time every time,order prepared time,0.8261532120668937
return date,specified date,0.8260436325957987
common communication,common communication customer opportunity,0.826031948624516
generation outwards detail report,generation return detail report,0.8260056230858421
seamless service,seamlessly,0.8259727149074625
organizing store,store,0.825826429213435
different option,choose,0.825811972834837
email directly app,email,0.8255344141267673
organize product,organize,0.8254950776001913
unique customer number,id card number unique,0.8254892698460616
outward entry,view list outward entry,0.8254600657251399
generate new lead,lead,0.8254512014220098
show menu option,menu item,0.8253332497847385
customer review sign quotation online,quotation specific customer,0.8253207857661715
newly appointed godown,godown,0.8252707754588309
gift discount,discounted price,0.8252575972552287
detailed product spec,product description,0.8252011693513334
low stock limit threshold value,stock level,0.8249457545356276
printing rfqs,sending rfqs,0.8248695207112471
app,sale app,0.8248367011794658
either product image,image,0.8247683303288582
view wholesale data,find existing wholesale,0.8247041110553814
layout style,plenty customizable layout theme,0.8246455671132833
information online,online product information,0.8245617036339784
record,retail record,0.8245584896975005
theme,theme store,0.82451370512384
three type,type,0.8244057232097304
quote order,quotation line item,0.8243556367761478
odoo stock integration,odoo sale,0.8242888172687296
detail like delivery date item delivered purpose,delivery date,0.8241870647084968
inventory list upon checkout,inventory,0.8238060345264653
delivery made company godown,godown,0.8237539823850626
lefo,fifo,0.8234859874080435
hour operation,operation,0.8234777645218785
employee easily process returned item barcode upon receipt,printable barcode order customized return instruction,0.8234085917911598
preceding order,time new order,0.8233271901560133
keep track,track,0.8232418748011587
user po,user account,0.8232365597945966
request quotation,quotation,0.8232046934199471
calculate cost shipping based product weight customer address,compute shipping cost,0.8231350615303723
compute correct price,corresponding product price,0.8230429974528818
system report,reporting task,0.8230348935419345
inventory list upon checkout,inventory shop section,0.8228986210407484
hierarchy category,category,0.82289053837035
customer track status order payment delivery status,order status,0.8227935480623414
seo title,product title,0.8227801524890591
descending list sale person based revenue generated,list sold product total revenue,0.8227182809868019
return condition assessment,return report,0.822667037506875
preference,choice,0.822471745011417
revenue,tax,0.8223338834508187
product kit,product,0.8223275854554373
icon,print icon,0.8223131201086912
monthly report,monthly return,0.8222897323700558
via paypal,online payment,0.8222776155064442
quantity time,quantity location,0.8222241245801815
detail like delivery date item delivered purpose,list delivered item,0.8219864747212929
automatic update,automatically,0.8219198772494882
feedback data associated correct customer profile future reference,feedback data,0.8218286388759808
electronic product,certain product,0.8215660575308115
company sell,sold product option,0.8214365240968677
search function,builtin search,0.8213745756827178
updated contract sale data,updated contract,0.8213200137486125
create smart automatic batch,batch item,0.8212600309155438
offline,online,0.8211176099009909
appropriate action,user action taken,0.8211036819198306
adjustment inventory,inventory amount,0.8209514691263965
entered field,data entered,0.8208997511614775
list user,user category,0.8205762843431194
alert,get warning,0.8205158710496014
returned product updated inventory valuation,online inventory updated,0.8204806447123387
list user,list employee,0.8204055278698215
subtracting amount paid cash received,cash payment method,0.8203902677992561
list,price list,0.8203219731751203
quote sale order,purchase order,0.8202646088563369
cashier,multiple cashier account,0.8202080692252488
marketing campaign,marketing module,0.820154386174305
selected product,individual product,0.8200973558022034
feature,functionality,0.820073357825094
electronic product,product,0.8200297592052779
window service,window service installer package,0.8199377720290428
new retail number,customer number,0.8197011152550855
list delivered item,delivery order,0.8196136578288955
gift card purchase item shop,gift discount,0.8195838463307354
current quantity,one unit current stock amount product,0.81956203333835
customer portal,customer information,0.8194802482441226
correct bill,vendor bill,0.819254191724285
print wholesale data,detailed list wholesale delivery,0.8190571820256036
calculate product weight,total weight,0.8190138504436375
kpi dashboard,building dashboard,0.8189814441015573
continental anglosaxon accounting,accounting,0.8189504794522344
description,description stage,0.8189313857797464
daily sale,online sale,0.8187557757353175
manage storage stock replenishment,inventory management,0.8186999903989847
sale manager register new product,existing product,0.8186867568174756
return status,user status,0.8186754737584541
lead acquisition website,lead source,0.8184763647646102
font size,size,0.8183265180952743
new customer likely buy based behavior store,new potential customer,0.8183140951438919
log sale individual web store,browsing sale data,0.8182395794414113
stock return entry,stock purchase,0.8182377679810857
product current stock amount greater equal one proceeding stock deduction,one unit current stock amount product,0.8182200430664508
task,reporting task,0.8181668381039728
product price automatically,corresponding product price,0.818161046310661
backend system,backend catalogue system,0.8180317137133651
interface,interface readiness,0.8179121867209362
payment terminal,payment term,0.8178553567350194
next product,desired product,0.817720988214865
calculate cost shipping based product weight customer address,calculate product weight,0.817655024568551
right price,price product sold,0.8176442966813724
lost reason,reason return,0.8176182953176259
return condition assessment refurbishing restocking disposal,return condition assessment,0.8174747795098953
order status,incoming order,0.8174061290626072
central stock management,stock,0.8172797988420226
data field,field,0.8172259913286799
contact person,create contact,0.8172194814735916
backend catalogue,backend inventory system,0.8172143447689565
memorable experience customer,identify customer,0.817004944108127
generation godown detail report,generation return detail report,0.8168940533782525
product move supplier customer,product existing customer,0.8168330083193134
final checkout,cart checkout,0.8167007573786892
gift card preconfigured custom amount,sell gift card,0.8166411762428487
updated product detail,updated quantity stock detail,0.8164687294351893
credit,credit limit,0.8163429313074879
entry,return entry,0.8162743478489496
master inventory list,inventory shop section,0.8161647711748392
vendor lead time,vendor order deadline,0.8161332137391482
identify,id,0.8161192256028755
detail return,detail user,0.8161056562773605
automatically create request quotation,design custom quotation template,0.8160597927978815
handling sync request response,sync result immediately,0.8160304394220839
required field filled,necessary information correctly filled,0.8157050527161165
conflict,conflict limited amount time,0.8155613840083743
warning,alert,0.8155079238770575
employee registration process,required employee data,0.8153331443893054
multiple po,local po,0.8152990727079541
layout,various layout display listed post,0.8152605824926109
confidential data,personal data,0.8151911242626801
contract renewal alert,renewal,0.815125572300937
correct customer profile,identify customer,0.814991806050233
across location,location,0.8146660991853609
list returned product,report returned product,0.8145902112377807
user printer,print request,0.8145894513081788
create contact,email contact address,0.8145658667346183
report tracking analysis purpose,reporting task,0.8144567781382415
author,privilege author,0.8143509823507229
transfer,warehouse transfer,0.8143190800803298
productstockamountafter productstockamountbefore,product inventory,0.8142352560892945
condition,filter condition,0.8142288600040177
partial contract number,partial wholesale number,0.8141445822161353
predefined product,certain product,0.8139737697351243
decrease stock,stock,0.8139631822208941
available,online,0.8139319425532823
detail return date item id return reason,detail returned item,0.8136850182620452
embed price weight loyalty program,loyalty program,0.8135675610201639
central management,manage,0.8134597305102031
organizing store,organize product,0.8134078884455938
item two location,item involved,0.8132169082117069
generic mysql database,database,0.8131632275763614
user information online database,customer database,0.8131208345344257
faster selling,sale,0.8130621335364505
system report,user report,0.8127621223982954
android,mobile phone,0.812662668774129
order fulfillment route,ordered delivered quantity,0.812570981675618
customizable,customizable layout theme,0.812503307507619
product price automatically,product name price,0.8124885097212677
visitor ip address,website visitor,0.8123532959854776
one store,web store store,0.8121332266226904
print wholesale data,detail wholesale,0.8120258382630835
predefined vendor,vendor bill,0.8119434324391616
providing information client,store information client local po intuit,0.8119384853380471
additional product retail record consecutively,product record,0.8119218705353521
external system,system,0.8119111561120931
id returned item,detail returned item,0.811880357367469
based incoming email,email communication,0.8118355001797839
automatically mirror sale purchase order,purchase manufacturing order upon sale order confirmation,0.8117968016160906
action taken informing customer deficiency product,customer product,0.8117894690384944
accurate data entry,data entered,0.8114934140536569
purpose,purpose delivery,0.8114125921268571
create polished quote,design custom quotation template,0.811249064286887
online interface,interface,0.811104079726267
google image,either product image,0.8109770645844998
return date,return,0.8109604103461094
lost reason,reason,0.8108843043066081
customer name price returned product,customer name customer number,0.8108353575280665
product pricing different currency,corresponding product price,0.8108064003254593
possible combination product attribute,multiple product,0.8107218084390504
dealing log information,log call,0.810581512165999
thirdparty shipping,shipping process,0.8105359886388789
service,system,0.8104904660269001
calculated change,updated value,0.8102866619870142
rule automatically send rfqs supplier based stock level,rfqs supplier,0.8101473706111435
base currency,currency conversion feature,0.8100325461312262
productstockamountafter productstockamountbefore,product quantity stock,0.8100289143465633
appropriate user category,category,0.8100067736146951
recurring order,ensure order fulfilled time every time,0.8099732863266917
user transaction refunded,user transaction processed,0.8099062760943383
customer track status order payment delivery status,track payment pattern,0.8097700568830737
return location customer portal,customer portal,0.8097579762462126
sale assistant update email address,existing customer email address,0.8097423933181302
right place,location,0.8096695286323092
volume,volume scrap,0.8096664927341773
lock unlock warehouse document,warehouse document,0.809625689594442
add,available,0.8095938988899438
duration,duration item warehouse,0.8095409622125027
central stock management,stock inventory,0.8095365344993317
common communication,email communication,0.8094959912787635
tablet,android,0.8094723774284597
ups,usps,0.8094712691475969
beside product image,product detail,0.8094209167807302
manage incoming shipment,shipping process,0.8093818566131186
total cash amount register pointofsale system,cash register,0.8092628769633652
quantity single dashboard,dedicated dashboard,0.8092477383836293
create polished quote,custom quotation template,0.8091247234555556
phone number,contact person,0.8091030300116355
admin entering inward detail,normal user enter inward detail specific godown good received,0.8090990554210831
support ticket,support service,0.8089809076830037
conflict occur individual web store,conflict resulting online sale,0.808938089884662
reward loyal customer discount,discount rate,0.8087714733029696
manage,organize,0.8086722385796473
ipad android tablet support,pc tablet,0.8086306619029495
faster work,work done less effort,0.8085883794225509
selling anywhere within store,online sale occurring,0.80856121549413
total due,total amount,0.8084551545801324
discount visible hidden customer,reward loyal customer discount,0.8084308652802616
get best price material,price product,0.807964008985635
online quote odoo esign,odoo,0.8078600307736101
dial queue,voip call,0.8077231811163572
recurring stock count,unique stock number,0.8076538373947415
total largest revenue,revenue,0.8075242719622052
user printer,take print,0.8074685385019313
duplicate stock sold,unique stock number,0.8073443825359533
login form,user login status,0.8072833747189833
upgrade,update,0.8072449478257828
product kit,existing product,0.8072356300530301
manage pickup packing shipping return rental product directly inventory,return rental product,0.8071542807081447
credit,payment,0.8071344263653457
customerrelated view button,page customer view,0.8071244010879918
memorable experience customer,customer product,0.8071206098151353
cashier,manage multiple cashier account,0.8069248983093351
getting signature,order electronic signature,0.806912959095675
compute shipping cost automatically,calculate cost shipping based product weight customer address,0.8069072180222818
user time login,user login session,0.8068999654976601
currency,smallest denomination currency,0.8068544588106039
required personal data,new personal data customer database,0.8067902955878026
successful update product price,update product detail,0.8066255237638231
successful update product price,returned product price,0.8065995033768613
start using system,system,0.8065315740104582
relevant image,relevant activity,0.8063748484606682
employee easily process returned item barcode upon receipt,valid barcode,0.8063368538789741
planned call,voip call,0.8062329887577508
ups,upselling,0.8062253153706278
selected product contract,product detail associated contract sale,0.8061302557114538
subdomain,multiple domain,0.8060916121384301
required field,field,0.8059712038701703
unmetered bandwidth file storage,file storage,0.8059432597139251
sale assistant print contract,contract sale,0.8058080740486502
bookkeeping simple reliable,easy documentation recordkeeping,0.805754682391751
system menu still displayed,main menu,0.8057416237406158
gift card preconfigured custom amount,gift card purchase item shop,0.8056835738650043
recurring order,time new order,0.8056554761812671
updated contract sale data,sale information,0.8055422470464662
device,product,0.805527015810827
credit card detail,customer payment information,0.8055164136478297
header style,layout style,0.805463613103413
detail return date item id return reason,id returned item,0.8054280860332204
auto popup receiving call,call browser automatically manually,0.8053651167974164
sort,picking order,0.8053427043332382
full overview,detailed report,0.805285453178759
easypost,post,0.805277558903077
based business need,every business requirement,0.8052654090968199
monthly report,generated report,0.8052501234321727
planned call,call automatically,0.8051145826961145
upload vendor price list,price list,0.8050489892951174
conflict resulting online online interaction,conflict resulting online sale,0.8048857538458452
order cancelled,incoming order,0.8046775394604209
upload vendor price list,use pricelists,0.8046656742704403
filter review,advanced filter,0.8046574994296158
cost scrap,reason scrap,0.8044159883545441
subcontractor,subcontractor billing,0.8043273623681033
sync result immediately,sync,0.8043055182185124
one click print send post,print request,0.804292499703795
point warehouse flow,warehouse operation,0.8042616069752262
via paypal,online purchase,0.8042503882764287
variant component,customize product variant,0.8040536413578655
sale assistant print contract,sale assistant,0.8039166186122606
item two location,item,0.803897774794625
customer debt,customer payment information,0.8038887223159568
record,record modification,0.8038647587146203
statistic based order invoice,invoice,0.803696668443718
customer keep track order,associated customer order,0.8036522525213412
compute correct price,right price,0.8036477290286679
mistake product consumption price,returned product price,0.8035452561933537
total due,total payment made,0.8034968518780761
font size,different size,0.8034796002460374
create custom route,route,0.8034359884029663
mobile responsive,mobile phone,0.8032669600924869
buy button,purchase,0.8032137899636065
cold storage room,ideal storage location,0.8029135314977965
send,send quote,0.8029015442159946
existing color scheme,different color,0.8028225378685729
entered price value,sale price,0.8023494155201965
based relevant activity,activity,0.8019873506477575
promote sell product,product delivery,0.8019219973354067
quote order,send quote,0.8018610602525387
credit limit,limit,0.8018216253402686
online store instagram,online store,0.8018047530103825
customer tipping,tip best practice,0.8017978356369939
configure product,customize product,0.8017887565800648
customer purchasing beyond certain threshold,customer total purchase,0.8017690434505341
salesassistant,sale manager,0.8017613596020188
new customer likely buy based behavior store,product existing customer,0.8016621477570998
flat discount,temporary discount,0.8016370196194169
system server,system,0.8015771622650145
valid number product web cart,item web cart,0.8014793602641204
duration,quantity time,0.8011525253560783
stock replenishment,product quantity stock,0.8011076529184057
product attribute,product data,0.800986595351412
odoo live chat,odoo esign,0.8007951487061955
full contract number,existing contract,0.8007401699845719
purpose,reason,0.800487872357054
clear organized view,view,0.800486261442098
packing,shipment,0.8004841730652694
discount visible hidden customer,discount,0.800416318371227
descending list sale person based revenue generated,sale person information,0.800232038873087
find existing contract,new contract,0.8001408006551411
odoos product configurator display,odoos mobile interface,0.8000833502251441
single,single company,0.8000124672575087
local po product information except first sync,local po inventory,0.8000003288414473
